Text,Date,CleanSVM,CleanIndoBERTweet
Ketua Komite IV DPD Ahmad Nawardi mengeluhkan ruangan tempatnya rapat sangat kecil dan terbatas. Hal ini disampaikannya dalam rapat bersama Menteri Keuangan Purbaya Yudhi Sadewa di Gedung DPR/MPR/DPD Senayan Jakarta Senin (3/11/2025). Menanggapi hal itu Purbaya pun berseloroh https://t.co/PsHXvJwqpe,Wed Nov 05 06:31:37 +0000 2025,ketua komite iv dpd ahmad nawardi keluh ruang tempat rapat sangat kecil batas sampai rapat sama menteri uang purbaya yudhi sadewa gedung dprmprdpd senayan jakarta senin tanggap purbaya seloroh,ketua komite iv dpd ahmad nawardi mengeluhkan ruangan tempatnya rapat sangat kecil dan terbatas. hal ini disampaikannya dalam rapat bersama menteri keuangan purbaya yudhi sadewa di gedung dpr/mpr/dpd senayan jakarta senin (3/11/2025). menanggapi hal itu purbaya pun berseloroh
@Lullaby1237431 saran saya tetap semangat dan teruslah berkarya hal itu jauh lebih baik ketimbang main judol Allah Murkah kata pak purbaya saya ngak peduli dgn siapa2 bodoh amat saya hanya mengikuti. apa kata RI 1 sehat2 panjang umur ya pak purbaya,Wed Nov 05 06:30:23 +0000 2025,saran tetap semangat terus karya jauh lebih baik ketimbang main judol allah mur kata pak purbaya ngak peduli siapa bodoh ikut apa kata ri sehat panjang umur pak purbaya,saran saya tetap semangat dan teruslah berkarya hal itu jauh lebih baik ketimbang main judol allah murkah kata pak purbaya saya ngak peduli dengan siapa2 bodoh amat saya hanya mengikuti. apa kata ri 1 sehat2 panjang umur ya pak purbaya
@pik_hdy @sharpandshark Yang berbicara di video itu adalah Habib Ali Alwi anggota Komite IV DPD RI yang sedang memperingatkan Menteri Keuangan Purbaya Yudhi Sadewa.,Wed Nov 05 06:30:07 +0000 2025,bicara video habib ali alwi anggota komite iv dpd ri sedang ingat menteri uang purbaya yudhi sadewa,yang berbicara di video itu adalah habib ali alwi anggota komite iv dpd ri yang sedang memperingatkan menteri keuangan purbaya yudhi sadewa.
@sharpandshark Astaghfirullah. Mereka bukan kah termasuk masyarakat jg kah?.. Merasa beda gtu?.. Gk ingat disaat tua nanti gmn ya. Seharusnya ada menteri yg bagus kerjanya seperti Pak purbaya itu harusnya didukung.,Wed Nov 05 06:28:24 +0000 2025,astaghfirullah bukan masuk masyarakat rasa beda gtu ingat saat tua bagaimana menteri bagus kerja pak purbaya harus dukung,astaghfirullah. mereka bukan kah termasuk masyarakat juga kah?.. merasa beda gtu?.. tidak ingat disaat tua nanti bagaimana ya. seharusnya ada menteri yang bagus kerjanya seperti pak purbaya itu harusnya didukung.
@Informnts @basuki_btp dan @purbaya kombinasi yng pas,Wed Nov 05 06:12:10 +0000 2025,kombinasi yng pas,dan kombinasi yng pas
@ZoneVenomWar Padahal tadinya prediksi ekonom bisa diatas 5 1. Tapi ternyata usut punya usut Agustus 2025 itu efeknya sedalam ntu kerusuhan semingguan ditambah aslinya Agustus gada kebijakan apapun ningkatin ekonomi padahal 17an. Ya akhirnya wajar segitu coba Purbaya ga gerak? Bisa ke 4 5-4 6,Wed Nov 05 06:06:45 +0000 2025,padahal tadi prediksi ekonom atas nyata usut punya usut agustus efek dalam ntu rusuh minggu tambah asli agustus bijak apa ningkatin ekonomi padahal an akhir wajar segitu coba purbaya gerak,padahal tadinya prediksi ekonom bisa diatas 5 1. tetapi ternyata usut punya usut agustus 2025 itu efeknya sedalam ntu kerusuhan semingguan ditambah aslinya agustus tidak ada kebijakan apapun ningkatin ekonomi padahal 17an. ya akhirnya wajar segitu coba purbaya tidak gerak? bisa ke 4 5-4 6
 Mereka bilang orang Indonesia harus berhenti merokok dibuatlah kebijakan kenaikan tarif ke level yang tinggi sekali tapi kenyataannya pada ngerokok aja yang terjadi adalah barang-barang gelap masuk dari China dari Vietnam ucap Purbaya saat rapat kerja dengan Komite IV,Wed Nov 05 06:00:51 +0000 2025,bilang orang indonesia henti rokok buat bijak naik tarif level tinggi sekali nyata ngerokok jadi barangbarang gelap masuk china vietnam ucap purbaya rapat kerja komite iv,mereka bilang orang indonesia harus berhenti merokok dibuatlah kebijakan kenaikan tarif ke level yang tinggi sekali tetapi kenyataannya pada ngerokok saja yang terjadi adalah barang-barang gelap masuk dari china dari vietnam ucap purbaya saat rapat kerja dengan komite iv
Dan betul saja bulan Desember nanti Menkeu Purbaya akan mengeluarkan kebijakan tarif khusus untuk produsen rokok ilegal dalam negeri. Tujuannya supaya produsen rokok ilegal yang selama ini merebak bisa masuk ke Kawasan Industri Hasil Tembakau.,Wed Nov 05 06:00:11 +0000 2025,betul bulan desember menkeu purbaya keluar bijak tarif khusus produsen rokok ilegal negeri tuju produsen rokok ilegal lama rebak masuk kawasan industri hasil tembakau,dan betul saja bulan desember nanti menkeu purbaya akan mengeluarkan kebijakan tarif khusus untuk produsen rokok ilegal dalam negeri. tujuannya supaya produsen rokok ilegal yang selama ini merebak bisa masuk ke kawasan industri hasil tembakau.
Menteri Keuangan RI Purbaya Yudhi Sadewa menepis sorotan media asing yang belakangan menyebut kondisi Ibu Kota Nusantara (IKN) berpotensi menjadi kota hantu . Sorotan tersebut muncul menyusul dugaan melambatnya progres konstruksi dan belum tercapainya target awal perpindahan https://t.co/h9tsMFy3Sj,Wed Nov 05 05:59:32 +0000 2025,menteri uang ri purbaya yudhi sadewa menep sorot media asing belakang sebut kondisi ibu kota nusantara ikn potensi jadi kota hantu sorot sebut muncul susul duga lambat progres konstruksi capa target awal pindah,menteri keuangan ri purbaya yudhi sadewa menepis sorotan media asing yang belakangan menyebut kondisi ibu kota nusantara (ikn) berpotensi menjadi kota hantu . sorotan tersebut muncul menyusul dugaan melambatnya progres konstruksi dan belum tercapainya target awal perpindahan
@xhenanigans Ya semisal SMI ga diganti tapi ya syukur2 sejak Agustus kebijakan seperti Purbaya bisa diakomodir sama SMI dimana secara sadar dia langsung pindahin SAL ke Himbara untuk jadi kredit murah. Pasti tumbuhnya luar biasa kan heheheh. Jadi perlambatan udah dari Juli mas kira2 gitu,Wed Nov 05 05:58:38 +0000 2025,misal smi ganti syukur sejak agustus bijak purbaya diakomodir sama smi sadar langsung pindahin sal himbara jadi kredit murah tumbuh luar biasa kan heheheh jadi lambat juli mas kira,ya semisal smi tidak diganti tetapi ya syukur2 sejak agustus kebijakan seperti purbaya bisa diakomodir sama smi dimana secara sadar dia langsung pindahin sal ke himbara untuk jadi kredit murah. pasti tumbuhnya luar biasa kan heheheh. jadi perlambatan sudah dari juli mas kira2 begitu
Kasus Hukum Masih Tebang Pilih Menteri Keuangan Purbaya Yudhi Sadewa terus membongkar fakta memprihatinkan perihal pengelolaan negara. Terbaru dia blak-blakan pernah ditanya oleh Jaksa Agung ST Burhanuddin apakah pegawai pajak dan bea cukai boleh dihukum jika terlibat masalah https://t.co/npoajRci1v,Wed Nov 05 05:36:07 +0000 2025,kasus hukum tebang pilih menteri uang purbaya yudhi sadewa terus bongkar fakta prihatin perihal kelola negara baru blakblakan pernah tanya jaksa agung st burhanuddin pegawai pajak bea cukai hukum libat masalah,kasus hukum masih tebang pilih menteri keuangan purbaya yudhi sadewa terus membongkar fakta memprihatinkan perihal pengelolaan negara. terbaru dia blak-blakan pernah ditanya oleh jaksa agung st burhanuddin apakah pegawai pajak dan bea cukai boleh dihukum jika terlibat masalah
Menteri Keuangan Purbaya Yudhi Sadewa angkat bicara soal media asing 'The Guardian' yang menyebut Ibu Kota Nusantara (IKN) bisa menjadi 'kota hantu'. Dia meyakini hal itu justru tidak akan terjadi. Rasanya nggak akan jadi kota hantu. Kalau ekonominya jadi bagus uang saya akan https://t.co/18oMTvoiq0,Wed Nov 05 05:32:02 +0000 2025,menteri uang purbaya yudhi sadewa angkat bicara soal media asing the guardian sebut ibu kota nusantara ikn jadi kota hantu yakin justru jadi rasa jadi kota hantu kalau ekonomi jadi bagus uang,menteri keuangan purbaya yudhi sadewa angkat bicara soal media asing 'the guardian' yang menyebut ibu kota nusantara (ikn) bisa menjadi 'kota hantu'. dia meyakini hal itu justru tidak akan terjadi. rasanya tidak akan jadi kota hantu. kalau ekonominya jadi bagus uang saya akan
pak purbaya cerminan rill klo seorang ekonom tuh liat dari segala sisi sentimen masyarakat memang rill terasa membaik trims sudah punya lambe bagus untuk pemerintah semoga tidak untuk sementara waktu ajah deh,Wed Nov 05 05:31:46 +0000 2025,pak purbaya cermin rill kalau orang ekonom tuh liat segala sisi sentimen masyarakat memang rill asa baik terima kasih punya lambe bagus perintah moga waktu deh,pak purbaya cerminan rill kalau seorang ekonom tuh liat dari segala sisi sentimen masyarakat memang rill terasa membaik terima kasih sudah punya lambe bagus untuk pemerintah semoga tidak untuk sementara waktu saja deh
@salam4jari yang di demo malah dihukum.. giliran Bupati nya ga ada ditindak sedikitpun.. emg hebat negara ini.. bener kata pak Purbaya : kesalahan anak buah akan dilindungi sama atasannya..,Wed Nov 05 05:31:11 +0000 2025,demo malah hukum gilir bupati nya tindak sedikit memang hebat negara benar kata pak purbaya salah anak buah lindung sama atas,yang di demo malah dihukum.. giliran bupati nya tidak ada ditindak sedikitpun.. memang hebat negara ini.. benar kata pak purbaya : kesalahan anak buah akan dilindungi sama atasannya..
Polsek Pondok aren melaksanakan Pemantauan dan Pengamanan kedatangan Menteri Keuangan RI Dr. Purbaya Yudhi Sadewa ke Acara Amorastra Wisuda PKN STAN 2025. #vvip #polsekpondokaren #pengamanan https://t.co/kXLPALQibW,Wed Nov 05 05:29:23 +0000 2025,polsek pondok aren laksana pantau aman datang menteri uang ri purbaya yudhi sadewa acara amorastra wisuda pkn stan,polsek pondok aren melaksanakan pemantauan dan pengamanan kedatangan menteri keuangan ri dr. purbaya yudhi sadewa ke acara amorastra wisuda pkn stan 2025. #vvip #polsekpondokaren #pengamanan
Purbaya Buka-bukaan Soal Penyelewengan Penegak Hukum Punya Keberanian? Menteri Keuangan Purbaya Yudhi Sadewa terus membongkar fakta memprihatinkan perihal pengelolaan negara. Terbaru dia blak-blakan pernah ditanya oleh Jaksa Agung ST Burhanuddin apakah pegawai pajak dan bea https://t.co/Mx3zDc4vRX,Wed Nov 05 05:23:02 +0000 2025,purbaya bukabukaan soal seleweng tegak hukum punya berani menteri uang purbaya yudhi sadewa terus bongkar fakta prihatin perihal kelola negara baru blakblakan pernah tanya jaksa agung st burhanuddin pegawai pajak bea,purbaya buka-bukaan soal penyelewengan penegak hukum punya keberanian? menteri keuangan purbaya yudhi sadewa terus membongkar fakta memprihatinkan perihal pengelolaan negara. terbaru dia blak-blakan pernah ditanya oleh jaksa agung st burhanuddin apakah pegawai pajak dan bea
Purbaya Yudhi Sadewa beri sinyal kuat soal arah ekonomi Indonesia. IHSG dan investor mulai waspada apa langkah selanjutnya dari pemerintah? #PurbayaYudhiSadewa #IHSG #Ekonomi #CukongInCrypto https://t.co/DJu1SZBr9r,Wed Nov 05 05:07:20 +0000 2025,purbaya yudhi sadewa beri sinyal kuat soal arah ekonomi indonesia ihsg investor mulai waspada apa langkah lanjut perintah,purbaya yudhi sadewa beri sinyal kuat soal arah ekonomi indonesia. ihsg dan investor mulai waspada apa langkah selanjutnya dari pemerintah? #purbayayudhisadewa #ihsg #ekonomi #cukongincrypto
@BigAlphaID Not bad. Pas lagi banyak2nya demo dan ekonomi lgi dicekek kata purbaya,Wed Nov 05 04:42:36 +0000 2025,not bad pas banyak demo ekonomi cekek kata purbaya,not bad. pas lagi banyak2nya demo dan ekonomi lagi dicekek kata purbaya
@Ii72Ipul @iwanfals Pak Purbaya mengatakan apa yg sebnarnya ...lagian Pak Purbaya itu orang nya Pak Jokowi termul jga kayak kalian tuduhkan tp pernyataan nya kalian jdkan opini jahat buat nyerang kebijakan presiden terdahulu..,Wed Nov 05 04:39:04 +0000 2025,pak purbaya kata apa sebnarnya lagi pak purbaya orang nya pak jokowi termul kalian tuduh nyata nya kalian jdkan opini jahat buat nyerang bijak presiden dahulu,pak purbaya mengatakan apa yang sebnarnya ...lagian pak purbaya itu orang nya pak jokowi termul juga seperti kalian tuduhkan tetapi pernyataan nya kalian jdkan opini jahat buat nyerang kebijakan presiden terdahulu..
@CNNIndonesia @prabowo : Saya bertanggung jawab utangwhoosh tapi RAKYAT YG BAYAR ? Ini pernyataan yg tidak bertanggung jawab dari pemimpin yg ASBUN Jiwanya masih ke kanak Kanakan tdk mau kalah Apa yg diharapkan dr pemimpin yg seperti anak TK ini? Pak Purbaya lebih baik mundur @KemenkeuRI,Wed Nov 05 04:28:15 +0000 2025,tanggung jawab utangwhoosh rakyat bayar nyata tanggung jawab pimpin asbun jiwa kanak kana mau kalah apa harap pimpin anak tk pak purbaya lebih baik mundur,: saya bertanggung jawab utangwhoosh tetapi rakyat yang bayar ? ini pernyataan yang tidak bertanggung jawab dari pemimpin yang asbun jiwanya masih ke kanak kanakan tidak mau kalah apa yang diharapkan dari pemimpin yang seperti anak tk ini? pak purbaya lebih baik mundur
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan bahwa pembangunan IKN di Kalimantan Timur terus berjalan sesuai arahan Presiden Prabowo Subianto..... #Menkeu #purbaya #IKN #Prabowo https://t.co/7yMSikDs3i,Wed Nov 05 04:27:28 +0000 2025,menteri uang purbaya yudhi sadewa tegas bangun ikn kalimantan timur terus jalan sesuai arah presiden prabowo subianto,menteri keuangan purbaya yudhi sadewa menegaskan bahwa pembangunan ikn di kalimantan timur terus berjalan sesuai arahan presiden prabowo subianto..... #menkeu #purbaya #ikn #prabowo
Duta Besar Malaysia untuk Indonesia H.E. Dato Syed Mohamad Hasrin Tengku Hussin serta turut dihadiri oleh Menteri Keuangan Bapak Purbaya Yudhi Sadewa. Acara tersebut berlangsung di The St. Regis Jakarta. Kehadiran HIPPINDO dalam momentum ini merupakan bagian dari upaya,Wed Nov 05 03:58:26 +0000 2025,duta besar malaysia indonesia he dato syed mohamad hasrin tengku hussin turut hadir menteri uang bapak purbaya yudhi sadewa acara sebut langsung the st regis jakarta hadir hippindo momentum rupa bagi upaya,duta besar malaysia untuk indonesia h.e. dato syed mohamad hasrin tengku hussin serta turut dihadiri oleh menteri keuangan bapak purbaya yudhi sadewa. acara tersebut berlangsung di the st. regis jakarta. kehadiran hippindo dalam momentum ini merupakan bagian dari upaya
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa memastikan dana hasil sitaan kasus korupsi ekspor minyak sawit mentah (CPO) senilai Rp 13 25 triliun resmi dialokasikan untuk memperkuat Lembaga Pengelola Dana Pendidikan (LPDP).,Wed Nov 05 03:49:34 +0000 2025,menteri uang menkeu purbaya yudhi sadewa pasti dana hasil sita kasus korupsi ekspor minyak sawit mentah cpo nila rp triliun resmi alokasi kuat lembaga kelola dana didik lpdp,menteri keuangan (menkeu) purbaya yudhi sadewa memastikan dana hasil sitaan kasus korupsi ekspor minyak sawit mentah (cpo) senilai rp 13 25 triliun resmi dialokasikan untuk memperkuat lembaga pengelola dana pendidikan (lpdp).
@Posjitu8888 @Giiselje Belum menemukan kutipan persis dari Purbaya Yudhi Sadewa yang menyatakan Saya yang jadi orang jahatnya aja Pak Prabowo jangan . Namun sebagai Menkeu ia memang vokal lawan mafia minyak dan korupsi yang rugikan negara sambil Prabowo lindungi dari ancaman. Pernyataan itu,Wed Nov 05 03:10:02 +0000 2025,temu kutip persis purbaya yudhi sadewa nyata jadi orang jahat pak prabowo jangan menkeu memang vokal lawan mafia minyak korupsi rugi negara prabowo lindung ancam nyata,belum menemukan kutipan persis dari purbaya yudhi sadewa yang menyatakan saya yang jadi orang jahatnya saja pak prabowo jangan . namun sebagai menkeu ia memang vokal lawan mafia minyak dan korupsi yang rugikan negara sambil prabowo lindungi dari ancaman. pernyataan itu
Menteri Keuangan Purbaya Yudhi Sadewa optimistis bahwa ekonomi Indonesia akan tumbuh hingga 5 5% pada kuartal IV 2025. Apabila angka pertumbuhan tembus di atasnya Prabowo menjanjikan hadiah untuk Purbaya. #detikfinance #purbaya #prabowo #ekonomi https://t.co/gAB53x7MNj,Wed Nov 05 03:00:01 +0000 2025,menteri uang purbaya yudhi sadewa optimistis ekonomi indonesia tumbuh hingga kuartal iv apabila angka tumbuh tembus atas prabowo janji hadiah purbaya,menteri keuangan purbaya yudhi sadewa optimistis bahwa ekonomi indonesia akan tumbuh hingga 5 5% pada kuartal iv 2025. apabila angka pertumbuhan tembus di atasnya prabowo menjanjikan hadiah untuk purbaya. #detikfinance #purbaya #prabowo #ekonomi
Purbaya Bakal Legalkan Rokok Ilegal Desember Berlaku Cukai Khusus Jakarta CNBC Indonesia - Menteri Keuangan Purbaya Yudhi Sadewa akan mengeluarkan kebijakan tarif cukai khusus pada Desember 2025 untuk produsen rokok ilegal di dalam negeri. Tujuannya supaya produsen rokok https://t.co/dozYjFTave,Wed Nov 05 02:46:52 +0000 2025,purbaya bakal legal rokok ilegal desember laku cukai khusus jakarta cnbc indonesia menteri uang purbaya yudhi sadewa keluar bijak tarif cukai khusus desember produsen rokok ilegal negeri tuju produsen rokok,purbaya bakal legalkan rokok ilegal desember berlaku cukai khusus jakarta cnbc indonesia - menteri keuangan purbaya yudhi sadewa akan mengeluarkan kebijakan tarif cukai khusus pada desember 2025 untuk produsen rokok ilegal di dalam negeri. tujuannya supaya produsen rokok
Jakarta CNN Indonesia -- Menteri Keuangan Purbaya Yudhi Sadewa ingin suku bunga kredit di Indonesia bisa turun hingga setara dengan Malaysia dan Thailand. Menurutnya dengan inflasi yang terkendali dan pertumbuhan ekonomi yang solid sudah saatnya biaya pinjaman di Tanah Air https://t.co/YmJT3dtUbs,Wed Nov 05 02:46:18 +0000 2025,jakarta cnn indonesia menteri uang purbaya yudhi sadewa suku bunga kredit indonesia turun hingga tara malaysia thailand turut inflasi kendali tumbuh ekonomi solid saat biaya pinjam tanah air,jakarta cnn indonesia -- menteri keuangan purbaya yudhi sadewa ingin suku bunga kredit di indonesia bisa turun hingga setara dengan malaysia dan thailand. menurutnya dengan inflasi yang terkendali dan pertumbuhan ekonomi yang solid sudah saatnya biaya pinjaman di tanah air
Menteri Keuangan Purbaya Yudhi Sadewa buka suara soal uang mengendap di bank belum dibelanjakan untuk pembangunan. https://t.co/VS4siYQUIR,Wed Nov 05 02:46:00 +0000 2025,menteri uang purbaya yudhi sadewa buka suara soal uang endap bank belanja bangun,menteri keuangan purbaya yudhi sadewa buka suara soal uang mengendap di bank belum dibelanjakan untuk pembangunan.
